x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.68794250488281,35.842987060546875,0.0,0.0,133.20249938964844,246.5917510986328,229.63815307617188,231.6107940673828,248.3736572265625,211.4199676513672,81.02098083496094,345.3330078125,100.819580078125,354.38360595703125,250.34222412109375,417.2592468261719,280.4892272949219,404.67559814453125,151.42575073242188,586.8827514648438,152.75625610351562,591.3927612304688,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.98684692382812,12.2249755859375,0.0,0.0,129.26898193359375,228.64886474609375,234.7802734375,197.42259216308594,247.7789306640625,181.95851135253906,67.5533218383789,326.24627685546875,87.1291275024414,334.22076416015625,237.61215209960938,383.92767333984375,272.07763671875,370.40301513671875,140.60537719726562,568.9280395507812,141.62142944335938,574.9027099609375,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.25823974609375,0.0,93.40526580810547,33.502166748046875,105.67618560791016,29.550323486328125,127.47935485839844,222.1062774658203,136.07736206054688,246.564208984375,242.5662078857422,204.25367736816406,256.97662353515625,198.02716064453125,85.15850830078125,347.334716796875,93.93626403808594,353.5906982421875,254.38186645507812,410.0815124511719,293.6584777832031,377.72686767578125,165.19137573242188,589.7052001953125,183.1562957763672,582.8340454101562,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.49484252929688,32.761505126953125,112.13807678222656,27.5015869140625,127.18537139892578,229.4538116455078,135.15536499023438,243.83145141601562,236.33990478515625,205.79656982421875,250.3861083984375,196.30189514160156,86.90156555175781,343.52288818359375,99.24114227294922,349.7481689453125,256.0797119140625,411.495361328125,292.85943603515625,386.6206970214844,161.92372131347656,588.2576904296875,172.7217254638672,582.462158203125,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.72479248046875,19.493682861328125,166.36582946777344,18.368377685546875,161.00547790527344,189.7819061279297,168.3882598876953,193.84085083007812,270.32183837890625,180.4949188232422,283.307373046875,180.40032958984375,103.01451873779297,291.2287292480469,117.63600158691406,297.988037109375,244.20086669921875,382.684326171875,280.9119873046875,385.1442565917969,129.25973510742188,529.2943115234375,131.20909118652344,538.065185546875,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.798583984375,8.396697998046875,48.73017883300781,89.5069580078125,62.47673797607422,85.9454345703125,0.0,0.0,109.90966033935547,280.7349853515625,0.0,0.0,224.83316040039062,216.08905029296875,75.2947006225586,389.37884521484375,82.24919891357422,401.89385986328125,254.63119506835938,419.396484375,278.92938232421875,413.4335632324219,177.67686462402344,595.0922241210938,182.8968048095703,613.6179809570312,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5267333984375,22.00555419921875,120.57003784179688,17.13775634765625,119.02686309814453,219.20822143554688,130.24449157714844,225.99508666992188,237.69052124023438,188.55787658691406,255.4370880126953,182.32266235351562,77.94196319580078,327.2125549316406,92.14734649658203,334.3883361816406,233.58155822753906,389.27972412109375,267.0001220703125,378.84814453125,136.53082275390625,562.2952270507812,134.38626098632812,572.5435180664062,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.01885223388672,25.02880859375,121.30765533447266,16.356781005859375,126.7326889038086,223.89553833007812,137.46295166015625,229.42538452148438,245.16949462890625,187.8896484375,256.8255920410156,181.10684204101562,89.89582824707031,333.5344543457031,103.85493469238281,338.2279052734375,246.39657592773438,395.0584716796875,280.95550537109375,372.3319091796875,151.42660522460938,568.5132446289062,156.71258544921875,564.28515625,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.42630004882812,39.071075439453125,113.77056884765625,34.719757080078125,122.28804779052734,229.208740234375,135.11788940429688,244.920166015625,234.31979370117188,208.3533935546875,255.19375610351562,195.01718139648438,90.5249252319336,341.0599365234375,105.64894104003906,348.1145324707031,253.3245849609375,408.4599914550781,291.7619323730469,384.516357421875,163.5985107421875,584.3910522460938,174.26759338378906,581.1171264648438,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.43777465820312,29.181243896484375,207.22300720214844,33.929718017578125,219.139404296875,157.84263610839844,194.45774841308594,185.31698608398438,289.92169189453125,161.20433044433594,287.4963073730469,173.8358154296875,155.57183837890625,288.790771484375,145.41671752929688,293.2509460449219,314.7322082519531,403.0898132324219,280.08514404296875,380.5016174316406,283.89068603515625,586.5946655273438,148.61351013183594,536.4202880859375,good
212.78477,46.722930908203125,0.0,0.0,210.83311462402344,31.89434814453125,0.0,0.0,180.7590789794922,13.312286376953125,141.14358520507812,70.93856811523438,150.2509002685547,72.75912475585938,168.17405700683594,204.66885375976562,151.4014434814453,222.60069274902344,244.11123657226562,197.51092529296875,242.3839569091797,191.1531982421875,130.24636840820312,318.6213684082031,128.02732849121094,327.7463073730469,304.7932434082031,407.3161926269531,271.6456298828125,394.4631652832031,309.8634033203125,606.1166381835938,153.41964721679688,591.16259765625,good
214.2132,38.6885986328125,0.0,0.0,207.88571166992188,26.33746337890625,0.0,0.0,170.86842346191406,21.5533447265625,137.31564331054688,74.4515380859375,150.87124633789062,78.3321533203125,171.70249938964844,210.23043823242188,143.87677001953125,223.64019775390625,242.46510314941406,215.794189453125,245.70217895507812,191.85325622558594,133.656005859375,316.4369201660156,134.18121337890625,326.1717224121094,301.2154541015625,412.3314208984375,283.12420654296875,395.2670593261719,321.7294921875,619.4219970703125,161.46627807617188,588.8161010742188,good
184.79517,22.870330810546875,0.0,0.0,0.0,0.0,0.0,0.0,152.52821350097656,0.0,119.44113159179688,56.078155517578125,106.618896484375,49.679229736328125,138.0482940673828,202.7550506591797,122.68347930908203,223.1568603515625,228.6457977294922,202.96444702148438,225.1166229248047,213.74197387695312,113.9493179321289,326.1410217285156,97.91072082519531,331.49993896484375,282.07159423828125,423.4034423828125,248.99270629882812,394.52996826171875,238.9783477783203,608.4537963867188,147.976806640625,585.7135620117188,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.94190216064453,70.88662719726562,85.53423309326172,68.24752807617188,119.1115493774414,227.02699279785156,123.21688842773438,241.63040161132812,214.72340393066406,229.11753845214844,219.13265991210938,222.86875915527344,115.23310852050781,344.1103820800781,111.77888488769531,356.18896484375,299.3931884765625,419.969482421875,261.7174072265625,405.7292785644531,298.6318359375,604.777587890625,197.00982666015625,605.9632568359375,bad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.91354370117188,35.544281005859375,142.71852111816406,204.48472595214844,141.32241821289062,211.11264038085938,239.0912322998047,196.7732696533203,237.17410278320312,196.4622039794922,116.03162384033203,320.610107421875,110.6645736694336,327.8507995605469,289.8292541503906,399.93768310546875,265.99652099609375,385.24957275390625,242.8462371826172,579.6083374023438,156.535400390625,581.4365234375,bad
